Name,Centrality,Community,node_id
“背书”这个概念或许有助于你理解姜萍事件,3,3,412
姜萍事件新消息，她初三的数学老师发声，让我们又看到了一些真相,16,5,413
被这soul的广告笑死,2,5,414
涟水中专发喜报祝贺姜萍，将学校招生简章置顶，网友挤爆评论区,1,5,415
⚡️我在5:20报深大，13:14进大厂⚡️,5,5,416
非诚勿扰：中科院博士相亲，美女嫌长得丑狂灭灯，短片放完不淡定,1,5,417
《 随 只 因 投 手 》,31,5,418
大型纪录片 来自中专的《数学天才姜萍》！,1,5,419
李清照是那种浑身充满力量的才女，完全不在意世间偏见，用文字活出真我，让她在一个不属于女性的领域，在一个不属于女性的时代，争取到了一席之地。,1,5,420
从美国登月造假被“实锤”，到没完没了的阴谋论，中国人要理性,14,2,421
关于「专升天」,1,5,422
毕业了，该穿上工作服养自己啦,1,5,423
30岁离婚男人潇洒日常！现在谈恋爱大概率是花钱供祖宗，完全没有体验感！不如独处美滋滋！,15,2,424
班长：还好我技高一筹,1,5,425
【吃瓜sp25】某糊咖横店拉野屎、虞书欣又又又“夹子音”！,1,5,426
怀不怀念时代的马云时代？马云之后，说梦话的很多，再也没人谈梦想。#上门洗车,20,2,427
在大学，你见过最莫名其妙的规则是什么？,1,5,428
#大学生 #研究生 #论文 #UPDF 组会不想文献汇报，你都不看文献你汇报什么？草草做那两页PPT，你以为老师看不出来，你都没仔细看，看了也没看懂。,1,5,429
薛:几个人来的 女生:一个人来的,1,5,430
姜萍阿里巴巴数学竞赛第12名，涟水中专的知道了笑容要藏不住了,1,5,431
#考研 #大学生 #研究生 天天不学习还想去清华北大，一个也考不上净在那想好事想美事，梦是做的挺好，习是一点没学啊#主打的就是一个真实 #精神状态良好,1,5,432
命题人可能都没找到的构造！？24高考数学压轴精确结果！【严肃数学群研讨】（manim动画视觉化详解）[新一卷],9,2,433
数学竞赛第一名：我对姜萍火了这个问题，有点看法。,1,2,434
姜萍事件全过程（已完结）,1,2,435
姜萍、王闰秋事件的预测。,1,2,436
揉揉吃多了胀疼的肚肚(⇀‸↼‶)（肚子咕噜咕噜的）,16,2,437
卧槽！Angelababy高调直播卖鞋，评论区出奇一致哈哈哈哈！！-,50,2,438
警方发出通报后，无锡蛋糕店老板坚持打官司，女孩妈妈“已崩溃”,3,2,439
2020最新十大烂片！每一部都在挑战观众底线，尤其是最后一部,3,2,440
向up主嘉祐生宣道歉！,42,2,441
毕业生带俩娃上台拨穗 老二猝不及防给校长磕头,46,2,442
600分在各省的排名（在夸克）,2,2,443
13岁男孩杀害邻居8岁女童开庭!,46,4,444
性侵几千名女性、全球选妃、刺杀首相？财阀庇护下的韩国邪教究竟有多可怕！？,48,2,445
2024年6月30日张雪峰:比普通本科还香的专科专业,13,2,446
高考500分不上不下怎么稳,74,2,447
海归博士看不起北大教授，教授直接怼的他哑口无言,1,2,448
齐夏，点将『余念安』，通往『新世界』,19,2,449
如果浙大不愿意录取姜萍，最终她被哈佛麻省破格录取了，你将会有什么想法？,31,2,450
郑州文旅邀请老王吃饭还说保密，席间手抖究竟为何？请看Vcr！,14,4,451
明星的高考成绩能有多差,4,11,452
私我都回只要满足要求,76,2,453
天才茉莉ぃの步行,17,2,454
【惊爆！】日本企业正在经历痛苦的打工人反选时代，跪求大学生来,1,2,455
“公摊面积就是公开贪污的面积”这也太敢说了，真是讽刺！,7,2,456
国际级金牌教师赵斌亲自下场，质疑姜萍数学竞赛造假，若质疑失误愿承担姜萍未来所有学费,4,4,457
你以为的数学巅峰 VS实际上的数学巅峰,4,2,458
死败类瘦子偷大美钱，为了神里绫华狂充648玩原神,11,2,459
另一个平行宇宙的通知书是吧,4,2,460
数学老师测评,2,2,461
教育小孩顺序很重要！,17,2,462
神人王若度,4,2,463
你还羡慕中奖1亿的信小呆吗？信小呆现状：兑奖花光20万，查出抑郁症，现在没钱没工作,1,2,464
每年开销仅5万，娃哈哈最大股东不是宗庆后，千亿财富传给谁？,24,2,465
今天起诉卖我网站盗版视频要求赔偿100万。,18,2,466
【何同学】我们做了条流水线…,1,2,467
梁实的27次高考，今年的高考分数已出。,34,2,468
父亲烧死母亲，儿子不签谅解书坚定要求父亲死刑，亲属怒斥其大逆不道，最终后续。,1,2,469
国服纪录片87，烟台女武神，珠峰对决，街头格斗,1,2,470
这才是书里走出来的霍仙姑！！岁月从不败美人！！【刘雪华】,31,2,471
抵抗洋人果然是叶赫那拉的宿命吗？重铸华语乐坛荣光，芒果义不容辞！,15,2,472
云南网友看北京网友炒见手青急崩溃，评论区炸了：你还好吗？,29,5,473
终于轮到她演复仇爽文，她一出场就知道是天选！！,1,5,474
【个人总结】我对唯物辩证法及其对青年学习与实践之指导的理解,1,5,475
如何给品牌升级，我比大牌更懂大牌！,1,5,476
黄多多笔迹性格分析——自卑且无助的女生！,1,5,477
给她一次吧,1,5,478
姜萍事件迎来了大反转！##姜萍参加的数学竞赛有多难,1,5,479
云南妹子太漂亮 被秦皇岛小伙抱回家了，现场观众欢呼...,1,5,480
【网课时光】新教材新高考高二历史作业讲评,1,7,481
别刷了！赶紧去学习,1,5,482
地上足球:李老八 太困了 和海星只签了90分钟合同 没签加时赛和点球,1,5,483
崩溃？什么人都能古偶？剧情紧凑搞笑！中年夫妻拧巴爱？《度华年》,4,2,484
#陈宥维高情商回应男生化妆 这还是第一次听到这么多鲜肉被cue化妆里面怼得最好的一个～ #陈宥维 #高情商 #男生化妆,1,5,485
你的智商有多高呢？你是不是高智商？,1,5,486
考研,62,2,487
烟雨蒙蒙大结局：陆振华去世依萍发疯，全员悲剧！,1,5,488
畸形动物园史莱姆的变异过程首次曝光。,1,5,489
姜萍的功劳属于全体女生！！,1,66,490
说流萤之外的角色也乱杀差分的来看看，这就是你们说的乱杀,1,5,491
集美维护姜萍造谣赵斌，然后光速拉黑,12,3,492
喂，你还相信爱情吗？,1,3,493
不是，现在dy直播都这么抽象了吗？AI骑车?,5,4,494
韦神韦东奕，可能只有AI知道他在想什么,2,3,495
姜萍再次将数学拉上王者地位！雷军张雪峰任正非齐为数学发声：数学140分破格是高考数学变革的风向标,1,117,496
25公考大改革：公考即将高考化，采用平行志愿方式录取且不限志愿数量！,3,1,497
江苏人的散装时刻！十三个活爹散是满天星，却聚不了一点儿！,3,3,498
中专生数学竞赛获佳绩，网络舆论却越来越魔怔！,37,2,499
500分怎么实现985名校,1,17,500
牙没了，用药就能长回来，这项研究或许能造福许多人｜《环球科学》周报060期,1,3,501
元旦联欢哪有不疯的？！,2,2,502
朱炳仁孙子=700万+700分,2,3,503
马光远：高校对姜萍太傲慢社会对中专的偏见极其严重,16,3,504
莫斯科恐袭嫌疑人遭逮捕，现场曝光抖得像筛筛子，另一名疑似被吓尿裤子,8,3,505
高斯八字简要分析,48,2,506
长沙暴雨只问界M9游了出来，仰望U8：这卖点也抢太过分,3,3,507
有文化真的不一样！她采访比我写作文还有逻辑！,17,1,508
网络上的逆天弔图第298期,5,1,509
3岁男童“肚子痛”，入院14小时抢救无效死亡，家属起诉2家医院索赔200万,19,1,510
孩子上课只想打瞌睡，问题在哪儿？,5,2,511
姜萍父亲开心的接过5000元跟两箱大铁牛,7,1,512
如何激怒一位数学爱好者？,1,1,513
姜萍决赛加油，叔叔阿姨们都在支持你 !,12,1,514
你们猜最后怎么了！,7,2,515
每个在朝鲜的人都必须有工作，那收入是多少？,1,1,516
卖了一亿台，但它依然是苹果最没存在感的产品,17,87,517
高颜值英语老师上课扎高马尾，穿校服跳操被误认是学生，活力四射,1,87,518
烂到致郁的电影--阿里巴巴大盗奇兵【周余】,1,87,519
黄东萍 | 全网捕捉小东的身影(7),1,87,520
国内的大学教材差在哪里？,1,87,521
2024/06/27【张祥前·直播录屏】老高讲的不完全对…,1,87,522
男人至死是少年？为什么没人说女人至死是少女？,1,87,523
我，一战浙大425分，告诉你考研有多难,1,87,524
看着你，真幸福。(山与辰)原创双男主微短剧,11,1,525
读博VLOG‖姜萍的latex是不可能完成的事情!,1,87,526
2024年清华大学强基计划校测试题,1,87,527
谁家农村大半夜的放歌啊！！,1,87,528
职高的学生为什么会受到高中生的歧视？,1,87,529
罗永浩谈俞敏洪的新东方名字的由来，没有太大的心胸。。。。。。。。。。。。,1,87,530
数学，学习不被定义的数学,1,87,531
逆天言论，改成绩是在救学生，他还是班长，已经拟录取研究生,1,87,532
转至微博大老：为什么说《胖猫事件》可以称为里程碑式的崩塌效应？,1,87,533
乳腺科主任亲自教：4个散结动作，疏通肝气，每天1次=结节不再痛,3,1,534
他是第一个击败巅峰时期的博尔特的人,1,87,535
【江苏大学】小江祝“江大韦神”王闰秋和姜萍在决赛中勇夺佳绩！,1,87,536
全网封神的数学“大神”韦东奕：每月花销三百，不看电视不用微信,19,2,537
牛津全系第一名的美女博士拿到了真正的人生大女主剧本 依然躲不过杠精被迫做题自证,3,2,538
刘师兄三体第4集名场面拉片【奔行诘问第3期切片】,2,2,539
你读的书越多，你就会发现，身边的人都是优秀不带优越感的人，他们明亮但不刺眼，自信又懂得收敛，让你向往的同时，又给你源源不断的正能量,4,2,540
给来洱海拍照的人一点小小的震撼！,7,2,541
那些看不见的胖猫，珍惜生命，远离捞女，如何找到真爱,4,2,542
0043-韦东奕一句话解题，教授陷入沉思,1,2,543
我磕的cp果然成真啦  faye&yoko  爱填满空白     实锤在一起    半夜在姐姐家吃宵夜,1,2,544
清华校内树洞74%质疑“姜萍事件”的真实性,2,2,545
"""【独家揭秘】初二少年 VS 数学女王姜萍，决赛入场券仅此一张！错过后，你将错过一个时代的灵感碰撞！""",2,2,546
【绝区零】公测前能救一个是一个！男女主要反着选？本末倒置【辟谣】,1,2,547
姜萍突然与家人失联，是否被非法拘禁，是否被限制人身自由？#姜萍是否被非法拘禁 #姜萍 #老百姓关心的话题,8,2,548
世界没有女性真的不行！！,2,2,549
【lingorm】（中字）6.24 SEESAN代班主持加采访  泰译中 没有泰文字幕 渣渣翻 禁止二传二改,17,88,550
同等学力英语30分漏洞,59,2,551
拼搏百天我要上涟水中专！,1,88,552
密集恐惧者勿看，TikTok最恐怖抽象恶心的博主,1,88,553
大型纪录片《姜萍传奇》,1,88,554
西安交通大学2023毕业典礼结束后，交大校园秒变大型追星现场，校长王树国被学生们团团围住争相合影留念，这才是我们该追的星 #西安交大2023毕业典礼,1,88,555
颠覆认知的哥德巴赫猜想，看似简单的1+1却难倒了全世界所有数学家！,1,88,556
黄东萍 | 东东皱眉,1,88,557
没在这里。,1,88,558
据网络相关消息，武汉街头一外国男子骂人，有中国男子与其发生冲突。,1,88,559
【鲤鱼Ace】精神状态发展史（2015～2023）,1,88,560
17：徒弟每天心不在焉，师傅得知原因后卧床不起，可怜一片苦心,1,88,561
【亚某爆料时间】不知火舞-如愿武道会·花合斗皮肤爆料视频来啦！,1,88,562
外媒报道：神采飞扬的凯特王妃回来了！,1,88,563
老祖宗的智慧！！孔圣千古！！！,1,88,564
2024中考动点真题-动中取静,1,88,565
【铁路拍摄】宁启线六合站拍车合集（DF11G、DF11、京沪十三猪、宁启铁路、拍车、绿皮火车、动车组、高铁、动集、CR200J、狮子、垃圾桶、大青虫、和谐号）,1,88,566
【剧版时光代理人】05 在那无能为力者的梦境里,1,88,567
当前留学生现状,1,88,568
艾利克斯的愤怒,17,4,569
修自己，见众生-姜萍事件,2,4,570
大型纪录片《绝代天骄姜萍》持续播出,3,4,571
6人博士团队4个月没解开难题，求助韦东奕后秒破，院长：这很正常,2,4,572
姜萍被质疑作弊？后续来了,2,4,573
周杰伦VS华晨宇，摇滚金曲大PK，谁才是摇滚之神？,37,4,574
零九年高考作文《我有一双隐形的翅膀》到底有多神？先被判为零分，后被判为满分！,7,4,575
为保护日本母子被凶徒捅刀，胡友平不幸离世，日媒会大量报道吗？,1,4,576
知乎补档姜萍事件的过程，全部聊天记录,4,4,577
电驴骑行合肥，返程南京途中购买浦口桥林茶干，味道不错,1,4,578
厦大50多岁保安蹭课5年 获得法学学士后仍是保安  “读书不是为了谋生”,2,4,579
姜萍妈妈露面：母女在老家庆贺，父亲手捧鲜花，全村一起团聚,6,4,580
姜萍竞赛名次比老师高，老师回应：弟子不必不如师，希望她能享受决赛,2,4,581
【睡前消息】深夜排长队报名中专，职普分流早该改改了,3,4,582
【高考考研通通乱杀】ln2放缩太巧妙，压轴题5秒，不能再多了。,2,4,583
【LPL夏季赛】一首歌锐评BLG定组赛表现——什么冠军就飘成这样儿啊？,19,6,584
不完美受害人能否定强奸？热播剧集法律争议的个人观点,4,6,585
那些年，关于生物竞赛用过的所有的书,1,6,586
不好好读书 以后只能和我回来喂猪,1,6,587
禁烧秸秆：看守员餐费高达10多万，网友用4个反问，引近千人点赞,2,6,588
我们也会有失去的一代吗？回顾日本大学生失业潮,1,6,589
金灿荣：缅北多地爆发战事，和打击电诈有什么关系？,2,6,590
都2024了你还没装厨下净水？赶紧进来看攻略！,2,2,591
难怪中国捞女越来越多，原来竟然有捞女培训班这个东西,2,6,592
天才姜萍在达摩院采访视频中的数学板书，该如何用考研知识解答？,1,6,593
查了下高考成绩,1,6,594
最低1折？G胖大背刺，全员新史低【Steam周末特惠】,1,6,595
龚琳娜 《彩云和音》,1,6,596
【8D环绕】ROCKSTAR - LISA 请佩戴耳机使用~,1,6,597
