Title,URL,Author,Date,Playbacks,Flash_comments,Duration
张雪峰评说姜萍，数学真的很需要天赋，有时候热度太高也不是好事,https://www.bilibili.com/video/BV1nz421z7Xq/,张雪峰谈专业考研,· 6-18,15.3万,148,06:00,2024/06/26
大型纪录片之《姜萍传奇》(The Jumping Legend),https://www.bilibili.com/video/BV1Ub421H7kQ/,数之形,· 6-21,15.6万,33,01:03,2024/06/26
姜萍事件：一个互联网上的巨大乐子,https://www.bilibili.com/video/BV1AggUeoENU/,白菜Pro-Max,· 6-21,14.6万,123,01:22,2024/06/26
五百万人观看姜萍阿里决赛！！！姜萍终于证明了自己！！！！,https://www.bilibili.com/video/BV1sT421a7xE/,热门追踪后续,· 6-23,41.8万,23,03:11,2024/06/26
震惊！！！姜萍同学决赛成绩前三名！,https://www.bilibili.com/video/BV1UZgfeeEYt/,音符旅者,· 昨天,4.2万,1,02:41,2024/06/26
阿里数赛选手联名信。姜萍学校多人实锤姜萍并无真才实学。,https://www.bilibili.com/video/BV11T421e784/,亚洲老大李景亮,· 6-22,8.3万,6,00:59,2024/06/26
姜萍事件：田金方被举报到【天大数院】,https://www.bilibili.com/video/BV1cS421o7oX/,热门追踪后续,· 6-21,7075,0,01:02,2024/06/26
姜萍板书vs韦神板书 阿里巴巴数学竞赛疑似造假,https://www.bilibili.com/video/BV1i4421S7y3/,能再表演一遍那个吗,· 6-23,10.8万,134,00:42,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV146421Z7nK/,娱乐前线突击,· 8小时前,1.2万,3,07:53,2024/06/26
向姜萍同学学习,https://www.bilibili.com/video/BV1Uz421B72p/,Explosive行星發動機,· 6-18,15万,42,00:55,2024/06/26
姜萍真的是数学天才！！！达摩院wotaoyin教授出来作证了！！！,https://www.bilibili.com/video/BV1bM4m1m7vQ/,热门追踪后续,· 17小时前,3万,3,01:17,2024/06/26
估计姜萍都后悔报名数学竞赛了,https://www.bilibili.com/video/BV1cH4y1w74g/,m魔法世界,· 6-19,30.9万,67,01:13,2024/06/26
姜萍采访完整版5分38秒,https://www.bilibili.com/video/BV1Ys421T7EN/,勉勉儿,· 6-20,1.9万,148,05:39,2024/06/26
别再质疑姜萍的水平了！,https://www.bilibili.com/video/BV1ay411z7wc/,--傻蛋--,· 6-22,4.1万,23,00:35,2024/06/26
姜萍板书vs韦神板书 阿里巴巴数学竞赛疑似造假,https://www.bilibili.com/video/BV1i4421S7y3/,能再表演一遍那个吗,· 6-23,10.8万,134,00:42,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV146421Z7nK/,娱乐前线突击,· 8小时前,1.2万,3,07:53,2024/06/26
向姜萍同学学习,https://www.bilibili.com/video/BV1Uz421B72p/,Explosive行星發動機,· 6-18,15万,42,00:55,2024/06/26
姜萍真的是数学天才！！！达摩院wotaoyin教授出来作证了！！！,https://www.bilibili.com/video/BV1bM4m1m7vQ/,热门追踪后续,· 17小时前,3万,3,01:17,2024/06/26
估计姜萍都后悔报名数学竞赛了,https://www.bilibili.com/video/BV1cH4y1w74g/,m魔法世界,· 6-19,30.9万,67,01:13,2024/06/26
姜萍采访完整版5分38秒,https://www.bilibili.com/video/BV1Ys421T7EN/,勉勉儿,· 6-20,1.9万,148,05:39,2024/06/26
别再质疑姜萍的水平了！,https://www.bilibili.com/video/BV1ay411z7wc/,--傻蛋--,· 6-22,4.1万,23,00:35,2024/06/26
也来蹭一波姜萍事件：比功利主义更悲哀的是阿q精神和虚假共同体意识,https://www.bilibili.com/video/BV1ZS411w7Cf/,味大哈圣初圣,· 17小时前,3489,1,03:26,2024/06/26
达摩院终于回应了！首席数学家出来作证了！！姜萍是真的有实力！！-,https://www.bilibili.com/video/BV1bi421e7tL/,娱乐前线突击,· 13小时前,5.6万,9,01:33,2024/06/26
姜萍总决赛直播，360度无死角，根本不可能作弊!,https://www.bilibili.com/video/BV1KE421N7cS/,麦克瑟瑟传奇纪录片,· 6-23,6万,7,04:53,2024/06/26
没有造假！阿里数学竞赛负责人回应，姜萍事件很快会有结果,https://www.bilibili.com/video/BV1ef421B7Vi/,数字财经智库,· 6-24,2.5万,47,03:33,2024/06/26
最新速报！姜萍事件当事人出来拍视频证明清白！王闰秋被阿里找上门了！,https://www.bilibili.com/video/BV1Wz4218785/,最新速报,· 6-21,2.6万,3,00:39,2024/06/26
如何看待涟水中专6月份简报上没提姜萍数竞12名战绩？,https://www.bilibili.com/video/BV1kE421N7hV/,热门追踪后续,· 12小时前,6336,2,01:52,2024/06/26
实拍姜萍中专学校，昨天还有人在门口祈祷,https://www.bilibili.com/video/BV1oS421d7dJ/,综艺娱乐官方,· 昨天,1.8万,0,01:22,2024/06/26
姜萍事件要反转了？采访时候姜萍比校长还紧张,https://www.bilibili.com/video/BV1qs421T7Th/,热门追踪后续,· 6-21,1万,2,02:09,2024/06/26
身为姜萍老乡 我必须要为这样的爽文女孩发声...,https://www.bilibili.com/video/BV1eE421N7bP/,潘辰是个弟弟,· 6-16,1.5万,135,03:21,2024/06/26
阿里数赛选手联名信。姜萍老师枪手田金方被通天代套话，此前拒绝伙同作弊,https://www.bilibili.com/video/BV1PZ421M78y/,亚洲老大李景亮,· 6-21,9.5万,29,02:47,2024/06/26
姜萍事件：两种不同的声音,https://www.bilibili.com/video/BV13n3qe5Eni/,咸鱼君李丹,· 1小时前,89,0,02:44,2024/06/26
姜萍番外：天才的轨迹,https://www.bilibili.com/video/BV1tM4m1m7Ho/,热门追踪后续,· 6-21,5.5万,1,01:45,2024/06/26
达摩院最新消息，姜萍决赛成绩可能世界前三-,https://www.bilibili.com/video/BV1KT421Y76Q/,综艺娱乐官方,· 10小时前,2.1万,0,00:32,2024/06/26
最新姜萍视频流出！决赛后已回学校!正常读书，大老板也来了，狂送姜萍父亲五千块钱和两头大铁牛！,https://www.bilibili.com/video/BV1fE421P7sp/,甄机坊,· 昨天,3.7万,18,01:56,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1pS411A7GM/,是绅士汤呀,· 3小时前,8440,4,13:32,2024/06/26
逆天主持人力挺姜萍：初中生跑一百米只用了9秒，被质疑后跑不到9秒,https://www.bilibili.com/video/BV11b421J745/,时事速报,· 昨天,4.3万,86,01:26,2024/06/26
姜萍回应质疑，展示其数学笔记黑子们说话,https://www.bilibili.com/video/BV1o1421r7dC/,哈鲁奥菲,· 6-19,14.1万,214,00:55,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1gw4m1e7dz/,娱乐前线突击,· 6小时前,5.3万,25,07:59,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1bS421o74T/,甄机坊,· 23小时前,5.8万,23,08:21,2024/06/26
我认为姜萍没有作弊！！！原因有三点！！！100％证明是她自己做的！！！,https://www.bilibili.com/video/BV1xs421T7qB/,热门追踪后续,· 6-22,1.9万,8,02:09,2024/06/26
为什么姜萍事件这么多天一直没有反转成功？,https://www.bilibili.com/video/BV1S6421Z79M/,时事速报,· 昨天,2.8万,5,02:02,2024/06/26
为何姜萍等式应称作WDJ等式,https://www.bilibili.com/video/BV1oEg2ekEc6/,喔喔喔嗷嗚,· 6-21,13.8万,45,19:39,2024/06/26
姜萍吧现状,https://www.bilibili.com/video/BV1US421d7TR/,能力与道德,· 昨天,3497,0,05:21,2024/06/26
我成小丑了，赵斌已提前道歉！其余质疑姜萍全是为了蹭热度,https://www.bilibili.com/video/BV1Yw4m1e7i8/,娱乐前线突击,· 昨天,4.5万,15,01:41,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!-,https://www.bilibili.com/video/BV1zi421a7ht/,是绅士汤呀,· 10小时前,1.3万,1,08:10,2024/06/26
“南开数系大哥疯狂拷打姜萍，你看懂了吗？”,https://www.bilibili.com/video/BV1CM4m1m7wS/,电子榨菜总站,· 6-19,4.1万,6,01:10,2024/06/26
姜萍开播？有人给姜萍出了一个馊主意!,https://www.bilibili.com/video/BV1yr421F7B4/,管明安,· 1小时前,226,0,01:08,2024/06/26
官方来了！最新采访姜萍视频，及周围邻居说话,https://www.bilibili.com/video/BV1GH4y1w7Lh/,综艺娱乐官方,· 昨天,3092,2,01:59,2024/06/26
基本可以实锤了吧 姜萍作弊成绩造假 抄作业二分之正无穷都能抄错！怎么做到数学比赛第12名的不言而喻,https://www.bilibili.com/video/BV1zYgwesESm/,抽象史神,· 6-19,29.3万,49,01:10,2024/06/26
彻底结束!!姜萍学校附近知情人士匿名爆料全部真相!闹剧就此收尾！,https://www.bilibili.com/video/BV1jW421R7YM/,百米扬程,· 3小时前,364,0,08:42,2024/06/26
姜萍自学的是LawrenceC. Evans编写的英文版《偏微分方程》，为什么国内的教材晦涩难懂？,https://www.bilibili.com/video/BV1mb421H7Ts/,僚立,· 6-15,12.5万,87,01:20,2024/06/26
天才少女姜萍接受采访原视频,https://www.bilibili.com/video/BV16E421N7Jc/,后续记录本,· 6-17,11.2万,257,05:26,2024/06/26
质疑姜萍可以，但别太过分！,https://www.bilibili.com/video/BV1MJ4m1u7VK/,白话频道,· 6-20,6.5万,758,05:23,2024/06/26
姜萍的真相，超出你的想象,https://www.bilibili.com/video/BV1pM4m1m7UE/,综艺娱乐官方,· 昨天,1729,0,12:18,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV11x4y147fx/,甄机坊,· 8小时前,5.3万,20,08:21,2024/06/26
姜萍自学的是LawrenceC. Evans编写的英文版《偏微分方程》，为什么国内的教材晦涩难懂？,https://www.bilibili.com/video/BV1mb421H7Ts/,僚立,· 6-15,12.5万,87,01:20,2024/06/26
天才少女姜萍接受采访原视频,https://www.bilibili.com/video/BV16E421N7Jc/,后续记录本,· 6-17,11.2万,257,05:26,2024/06/26
质疑姜萍可以，但别太过分！,https://www.bilibili.com/video/BV1MJ4m1u7VK/,白话频道,· 6-20,6.5万,758,05:23,2024/06/26
姜萍的真相，超出你的想象,https://www.bilibili.com/video/BV1pM4m1m7UE/,综艺娱乐官方,· 昨天,1729,0,12:18,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV11x4y147fx/,甄机坊,· 8小时前,5.3万,20,08:21,2024/06/26
天才少女姜萍和世界记忆冠军王大卫的爱恨情仇！,https://www.bilibili.com/video/BV1Tt3qezEhD/,莫气哦,· 33分钟前,53,0,01:44,2024/06/26
质疑姜萍，赵斌认怂了！,https://www.bilibili.com/video/BV11f421B7se/,老胡评书,· 2小时前,343,0,01:11,2024/06/26
天才姜萍造假证据已整理出来！不浪费一个天才，不让一个造假者得利！,https://www.bilibili.com/video/BV1Zx4y1b7Qv/,歪果仁日常,· 6-21,1.6万,3,04:26,2024/06/26
姜萍决赛已回家，家里还是破破烂烂，好心人士资助不知在哪,https://www.bilibili.com/video/BV1a6421Z76E/,综艺娱乐官方,· 昨天,1529,0,01:22,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1kZ421M76H/,娱乐前线突击,· 3小时前,6395,4,08:39,2024/06/26
关于姜萍阿里巴巴测试题以及板书离谱错误，我想说的,https://www.bilibili.com/video/BV1qs421T7VE/,丶枕河,· 6-17,15.4万,78,08:31,2024/06/26
姜萍同学的实名实地采访终于来了！！,https://www.bilibili.com/video/BV1AqgheLEeA/,锦绣Flora,· 6-22,7.1万,113,01:43,2024/06/26
涟水中专内部人士透露姜萍决赛答题情况,https://www.bilibili.com/video/BV1zm421V7L8/,资料第一大队,· 6-23,8.1万,56,03:02,2024/06/26
姜萍采访视频完整版，从中已经可以看出造假的端倪,https://www.bilibili.com/video/BV1hy411z7B9/,哈鲁奥菲,· 6-19,12.7万,322,05:44,2024/06/26
赵斌为什么敢99.9%打假姜萍？这就是石锤证据！！！赵斌以身入局！！！,https://www.bilibili.com/video/BV1bS421d7nv/,是绅士汤呀,· 6-24,5193,2,03:32,2024/06/26
知乎补档姜萍事件的过程，全部聊天记录,https://www.bilibili.com/video/BV1Jr421F76T/,亖亖亖亖龟,· 6-21,1.7万,0,04:38,2024/06/26
姜萍事件最新长文：贫困生用苹果X、记笔记只会二次函数！,https://www.bilibili.com/video/BV1tf421Q7wq/,最新速报,· 6-21,14.4万,62,02:12,2024/06/26
拜托！承认姜萍妹妹优秀很难吗？？？,https://www.bilibili.com/video/BV1di421v7Jd/,郑奶奶的唠嗑日记,· 6-14,2.4万,127,01:18,2024/06/26
村里人眼中的姜萍：一位乡村女性的真实画像与动人故事,https://www.bilibili.com/video/BV1Qy411z7Bf/,天天好看点_,· 39分钟前,167,1,02:35,2024/06/26
姜萍真才实学！彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1bE421N78t/,甄机坊,· 11小时前,3262,0,08:21,2024/06/26
聊一下姜萍同学怎么作弊这个事,https://www.bilibili.com/video/BV1aE421N74L/,Jay木子,· 6-20,6581,4,03:10,2024/06/26
千万不要被姜萍误导了！,https://www.bilibili.com/video/BV1wbVpe8EBz/,健谈chatty,· 6-17,8.6万,35,02:51,2024/06/26
姜萍将获500万和三寸。却又被扒出符号抄成主等于6，网友...,https://www.bilibili.com/video/BV1s1421r7H2/,娱乐前线突击,· 6-23,5724,3,02:28,2024/06/26
分析一下姜萍是否作弊代考#64卦  #易学智慧 #面相 #相信科学拒绝迷信 #六爻,https://www.bilibili.com/video/BV17y411z7LT/,全民半仙,· 6-20,1.4万,18,12:24,2024/06/26
姜萍成绩，没有造假的几大证据,https://www.bilibili.com/video/BV1pz42187VA/,年轻人生活图鉴,· 6-21,2.9万,36,01:20,2024/06/26
真的假的！姜萍与恩师王闰秋，因为淋过雨所以想为别人撑把伞，对她无比的关爱！让她一个不一样的未来,https://www.bilibili.com/video/BV1qZ421g7yX/,匠大一亩三分地儿,· 15分钟前,87,0,00:44,2024/06/26
姜萍动了谁的蛋糕？,https://www.bilibili.com/video/BV1Uw4m1Y7pn/,赛里斯抽象导师,· 6-23,2.3万,66,01:57,2024/06/26
【岁月史书1】姜萍篇,https://www.bilibili.com/video/BV1DA3BeyE8J/,每日之墓,· 3小时前,67,0,28:18,2024/06/26
姜萍事件对普通学子来说，有多恶劣的影响？,https://www.bilibili.com/video/BV1KQguexEyx/,历史漫步驿站,· 6-20,3.1万,12,00:51,2024/06/26
姜萍自学的是LawrenceC. Evans编写的英文版《偏微分方程》，她是一点一点查字典学的。没一个自媒体敢提这个。,https://www.bilibili.com/video/BV1xM4m1S7F4/,僚立,· 6-15,13.9万,81,01:12,2024/06/26
姜萍成绩，实属造假,https://www.bilibili.com/video/BV1Fs421M7fs/,甄机坊,· 6-19,8.9万,110,03:56,2024/06/26
姜萍事件围脖最新逆天言论,https://www.bilibili.com/video/BV1Qw4m1e712/,西北东南旋风财,· 6-22,23.7万,481,01:11,2024/06/26
姜萍反转，对线黑子【MVP结算】剑桥哥，你的互联网最佳嘴替,https://www.bilibili.com/video/BV14E421A7vZ/,世界记忆冠军大卫哥,· 6-19,33.6万,779,03:28,2024/06/26
一觉醒来，暗恋姜萍的男生感觉天塌了,https://www.bilibili.com/video/BV1DYgxekEqu/,贩卖人间不平,· 6-18,3.9万,3,00:31,2024/06/26
（蹭热度）算一下数学仙人姜萍纪录片里黑板上的题,https://www.bilibili.com/video/BV1Nm421G7Cf/,帽子先生kk,· 6-18,4.5万,49,22:25,2024/06/26
【补档】新华网：探索数学世界只是姜萍的planB,https://www.bilibili.com/video/BV1LX3qepEZv/,Sturmovik,· 1小时前,147,0,00:51,2024/06/26
十七岁的数学天才姜萍，从登上神坛到被扒作弊的捞女只花了2天,https://www.bilibili.com/video/BV1Gx4y187EK/,宇沫v,· 6-19,2.2万,13,01:57,2024/06/26
村里人眼中的姜萍：贫瘠之地的璀璨星光,https://www.bilibili.com/video/BV1EE421A7ky/,高速小公鹿,· 1小时前,525,0,02:30,2024/06/26
最新情况！姜萍决赛视频曝光！！我们欠她一个道歉！！,https://www.bilibili.com/video/BV1LW421R7cf/,综艺娱乐官方,· 15小时前,1.1万,0,01:38,2024/06/26
胡说八道，嫉妒让你扭曲 #姜萍 #姜萍全球数学竞赛夺得第12名 #姜萍被质疑作弊,https://www.bilibili.com/video/BV1PugjeMEpg/,985海归教授讲留学,· 6-17,6720,5,01:34,2024/06/26
2024年6月25日 | 资讯早班车【选手要求调查姜萍成绩真实性；典当行停止接受茅台酒；放宽车辆购买限制；康复大学成立；瑞银将瑞信证券卖给国资；韩国电池厂爆炸】,https://www.bilibili.com/video/BV17Z421M7JF/,光速观察站,· 昨天,8.4万,1321,10:04,2024/06/26
姜萍真实采访花絮流出，一镜到底揭露姜萍,https://www.bilibili.com/video/BV1x737eyEgq/,Mirukl,· 6-24,6745,3,01:07,2024/06/26
村里人眼中的姜萍：贫瘠之地的璀璨星光,https://www.bilibili.com/video/BV1EE421A7ky/,高速小公鹿,· 1小时前,525,0,02:30,2024/06/26
最新情况！姜萍决赛视频曝光！！我们欠她一个道歉！！,https://www.bilibili.com/video/BV1LW421R7cf/,综艺娱乐官方,· 15小时前,1.1万,0,01:38,2024/06/26
胡说八道，嫉妒让你扭曲 #姜萍 #姜萍全球数学竞赛夺得第12名 #姜萍被质疑作弊,https://www.bilibili.com/video/BV1PugjeMEpg/,985海归教授讲留学,· 6-17,6720,5,01:34,2024/06/26
【补档】新华网：探索数学世界只是姜萍的planB,https://www.bilibili.com/video/BV1LX3qepEZv/,Sturmovik,· 1小时前,147,0,00:51,2024/06/26
2024年6月25日 | 资讯早班车【选手要求调查姜萍成绩真实性；典当行停止接受茅台酒；放宽车辆购买限制；康复大学成立；瑞银将瑞信证券卖给国资；韩国电池厂爆炸】,https://www.bilibili.com/video/BV17Z421M7JF/,光速观察站,· 昨天,8.4万,1321,10:04,2024/06/26
姜萍真实采访花絮流出，一镜到底揭露姜萍,https://www.bilibili.com/video/BV1x737eyEgq/,Mirukl,· 6-24,6745,3,01:07,2024/06/26
姜萍妈妈回应女儿姜萍成绩造假事件,https://www.bilibili.com/video/BV1RE421P7uq/,超大型纪录片,· 6-24,1.7万,7,00:40,2024/06/26
姜萍决赛视频曝光！！我们欠她一个道歉！！,https://www.bilibili.com/video/BV1G6421Z7V9/,热门追踪后续,· 17小时前,2.2万,2,01:29,2024/06/26
姜萍事件如果被石锤后，最倒霉的谁？全身而退的又是谁？,https://www.bilibili.com/video/BV1Ay411B7gm/,第一热门跟踪,· 6-22,4.3万,31,02:23,2024/06/26
姜萍-用纸笔学习latex的天才少女参上！,https://www.bilibili.com/video/BV1zmgkeTErH/,聪明的蟾蜍,· 6-20,2.7万,5,07:23,2024/06/26
【姜萍事件番外篇】，人人都笑王闰秋，但谁又能有田金方这样的好兄弟呢,https://www.bilibili.com/video/BV1cE421N7QN/,第一热门跟踪,· 6-21,5.6万,11,01:05,2024/06/26
现在大家对姜萍事件都是什么看法？,https://www.bilibili.com/video/BV166421Z7b2/,热门追踪后续,· 3小时前,870,0,01:52,2024/06/26
赵斌向姜萍道歉，并声称自己也是受害者,https://www.bilibili.com/video/BV1xw4m1e7Yi/,麦克瑟瑟传奇纪录片,· 59分钟前,133,0,01:00,2024/06/26
